관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
영덕군 관광안내소,풍력발전단지,경상북도,영덕군,관광홍보물 배부 및 관내 관광지 안내,,설 당일+설 연휴+추석 당일+추석 연휴,10:00,17:00,10:00,17:00,, , , ,,054-730-6652,경상북도 영덕군 영덕읍 해맞이길 254-20,,경상북도 영덕군청,,36.42267112,129.4197141,2024-11-29,5180000,경상북도 영덕군
영덕군 관광안내소,장사방문자센터,경상북도,영덕군,관광홍보물 배부 및 관내 관광지 안내,,설 당일+설 연휴+추석 당일+추석 연휴,10:00,17:00,10:00,17:00,, , , ,,054-730-6533,경상북도 영덕군 남정면 동해대로 3580,,경상북도 영덕군청,,36.28056529,129.3763263,2024-11-29,5180000,경상북도 영덕군
양산시종합관광안내소,통도사 내 주차장,경상남도,양산시,통도사 시설안내 정보 제공합니다.,외국어해설은 사전신청 필요,명절 연휴,08:30,17:30,08:30,17:30,1, , , ,,055-382-4112,경상남도 양산시 하북면 신평강변로 48-1,경상남도 양산시 하북면 순지리 5,경상남도 양산시 문화관광과,,35.491903,129.084443,2024-11-25,5380000,경상남도 양산시
내원사관광안내소,내원사 매표소 입구,경상남도,양산시,내원사 시설안내 정보 제공합니다.,외국어해설은 사전신청 필요,명절 연휴,08:30,17:30,08:30,17:30,1, , , ,,055-374-5211,경상남도 양산시 하북면 내원로 207,경상남도 양산시 하북면 용연리 291,경상남도 양산시 문화관광과,,35.44578679,129.110454,2024-11-25,5380000,경상남도 양산시
김해공항안내소(국내선),김해공항 국내선 1층,부산광역시,강서구,부산관광정보제공+관광리플릿 비치,,연중무휴,09:00,18:00,09:00,18:00,8,Y,Y,Y,,051-973-4607,부산광역시 강서구 공항진입로108,부산광역시 강서구 대저2동 2350-1,부산광역시관광협회,https://www.visitbusan.net/index.do?menuCd=DOM_000000204015000000,35.1729352374,128.946833282,2025-06-25,6260000,부산광역시
부산역관광안내소,부산역(2층),부산광역시,동구,부산관광정보제공+관광리플릿 비치,,연중무휴,09:00,18:00,09:00,18:00,6,Y,Y,Y,,051-441-6565,부산광역시 동구 중앙대로206,부산광역시 동구 초량동 1187-1,부산광역시관광협회,https://www.visitbusan.net/index.do?menuCd=DOM_000000204015000000,35.11760617,129.0450624,2025-06-25,6260000,부산광역시
종합버스터미널관광안내소,노포동 종합버스터미널내 1층,부산광역시,금정구,부산관광정보제공+관광리플릿 비치,,연중무휴,09:00,18:00,09:00,18:00,4,Y,Y, ,,051-502-7399,부산광역시 금정구 중앙대로2238,부산광역시 금정구 노포동 133,부산광역시관광협회,https://www.visitbusan.net/index.do?menuCd=DOM_000000204015000000,35.28468657,129.0954812,2025-06-25,6260000,부산광역시
부산항국제여객터미널관광안내소,국제여객부두터미널 입국장 2층,부산광역시,동구,부산관광정보제공+관광리플릿 비치,,임시휴무,09:00,18:00,09:00,18:00,3,Y,Y, ,,051-465-3471,부산광역시 동구 충장대로206,부산광역시 동구 초량동 45-39,부산광역시관광협회,https://www.visitbusan.net/index.do?menuCd=DOM_000000204015000000,35.11774625,129.0491459,2025-06-25,6260000,부산광역시
동래구 관광안내소,동래부동헌 충신당,부산광역시,동래구,동래구 관광지 안내,,월+화+공휴일+동절기(12월~3월)휴무,09:00,18:00,09:00,18:00,1,N,Y,N,,051-522-0303,부산광역시 동래구 명륜로112번길 61,,부산광역시 동래구청,https://www.dongnae.go.kr/,35.20330795,129.0865136,2025-06-24,3300000,부산광역시 동래구
진해루,진해루 해변공원 옆,경상남도,창원시,창원을 찾는 관광객의 편의를 위해 진해구지역 및 창원시 전체 관광정보를 제공하고 있다.,,1월 1일+설연휴+추석연휴,10:00,17:00,10:00,17:00,1,Y,Y,Y,,000-000-0000,경상남도 창원시 진해구 진희로 142,경상남도 창원시 진해구 경화동 1007-14,경상남도 창원시청,http://culture.changwon.go.kr,35.147169,128.6842964,2025-02-18,5670000,경상남도 창원시
해양드라마세트장,해양드라마세트장 내,경상남도,창원시,"관광객이 많이 찾는 해양드라마세트장 안내소는 마산지역의 관광과 먹거리, 축제 등을 소개하고 교통편정보를 제공합니다.",,1월 1일+설연휴+추석연휴,10:00,16:30,10:00,16:30,1,Y,Y,Y,,055-248-3711,경상남도 창원시 마산합포구 구산면 해양관광로 876-20,경상남도 창원시 마산합포구 구산면 석곡리 산 185-3,경상남도 창원시청,http://culture.changwon.go.kr,35.1111064,128.542865,2025-02-18,5670000,경상남도 창원시
마산역,마산역 역사건물,경상남도,창원시,유동인구가  많은 마산역 관광안내소는 창원과 진해를 가는 교통편과 가볼만한 곳의 정보를 창원을 찾는 관광객들에게 명쾌하게 전해주고 있는 곳이다.,,1월 1일+설연휴+추석연휴,10:00,17:00,10:00,17:00,1,Y,Y,Y,,055-253-3695,경상남도 창원시 마산회원구 마산역광장로 18,경상남도 창원시 마산회원구 합성동 764-3,경상남도 창원시청,http://culture.changwon.go.kr,35.23611137,128.5772153,2025-02-18,5670000,경상남도 창원시
창원의집,창원의집 내,경상남도,창원시,경험과 지식이 풍부한 해설사님이 상주하여 공부와 재미를 동시에 느낄 수 있는 창원의 집안내소는 외국인에게는 한국의 전통을 내국인에게는 과거로의 이야기를 들려주는 곳이다.,,1월 1일+설날연휴+추석연휴+월,10:00,17:00,10:00,17:00,1,Y,Y,Y,,055-284-2600,경상남도 창원시 의창구 사림로16번길 59,경상남도 창원시 의창구 사림동 69,경상남도 창원시청,http://culture.changwon.go.kr,35.244447,128.681367,2025-02-18,5670000,경상남도 창원시
횡성군관광안내소,횡성호수길,강원특별자치도,횡성군,횡성관내 관광코스 안내,호수길 설명 등,연중무휴,09:00,16:00,09:00,16:00,1,N,N,N,,033-343-3432,강원특별자치도 횡성군 갑천면 태기로구방5길,강원특별자치도 횡성군 갑천면 구방리 523~524,강원특별자치도 횡성군청,https://www.hsg.go.kr/tour/index.do,37.54555451,128.0670546,2023-08-30,4261000,강원특별자치도 횡성군
횡성군관광안내소,횡성역,강원특별자치도,횡성군,횡성관내 관광코스 안내,횡성역 경유 관광안내,연중무휴,09:00,18:00,09:00,18:00,,N,N,N,,070-8282-2330,강원특별자치도 횡성군 횡성읍 덕고로 591,강원특별자치도 횡성군 횡성읍 생운리 246-4,강원특별자치도 횡성군청,https://www.hsg.go.kr/tour/index.do,37.4830132,128.0100302,2023-08-30,4261000,강원특별자치도 횡성군
횡성군관광안내소,둔내역,강원특별자치도,횡성군,횡성관내 관광코스 안내,둔내역 경유 관광안내,연중무휴,09:00,18:00,09:00,18:00,,N,N,N,,070-8299-2330,강원특별자치도 횡성군 둔내면 고원로 116,강원특별자치도 횡성군 둔내면 자포곡리 433-1,강원특별자치도 횡성군청,https://www.hsg.go.kr/tour/index.do,37.51024162,128.2212754,2023-08-30,4261000,강원특별자치도 횡성군
남지해설사의집,남지 개비리길 용산리 입구,경상남도,창녕군,개비리길 소개,,1월1일+추석 당일+설날 당일,10:00,17:00,10:00,17:00,,N,N,N,,055-532-0660,,경상남도 창녕군 남지읍 용산리 135-8,경상남도 창녕군청,,35.39582611,128.4392877,2025-05-07,5410000,경상남도 창녕군
구미역관광안내소,구미역 전면광장,경상북도,구미시,구미시의 다양한 여행관광정보를 제공합니다.,구미관광지 간행물배부,1월1일/설당일/추석당일,09:00,18:00,09:00,18:00,1,N,N,N,,070-8801-9292,경상북도 구미시 구미중앙로 72,경상북도 구미시 원평동 123-17,경상북도 구미시,해당없음,36.12884762,128.3304219,2025-04-28,5080000,경상북도 구미시
인천종합 관광안내소,센트럴파크앞,인천광역시,연수구,연수구 및 송도지역 관광안내,그늘막+돗자리+셀카봉+유모차+휠체어,설날 당일+추석 당일,09:00,18:00,09:00,18:00,,Y,Y,Y,,032-777-1339,인천광역시 연수구 인천타워대로 234,인천광역시 연수구 송도동 24-7,사단법인 인천광역시관광협회,https://itour.or.kr/,37.3923442194,126.6360419194,2025-04-28,3520000,인천광역시 연수구
인천항 국제여객터미널 관광안내소,인천항 국제여객터미널 내,인천광역시,연수구,관광 안내,,일요일+설날 당일+추석 당일,09:00,18:00,09:00,18:00,,Y,Y,Y,,032-834-1350,인천광역시 연수구 국제항만대로326번길 57,,사단법인 인천광역시관광협회,https://itour.or.kr/,37.42395366,126.6055186,2025-04-28,3520000,인천광역시 연수구
가평역 관광안내소,가평역광장,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,09:00,17:00,09:00,17:00,2,Y,N,N,,031-582-8830,경기도 가평군 가평읍 문화로 13-42,경기도 가평군 가평읍 달전리 603-2번지,경기도 가평군청,www.gptour.go.kr,37.814277,127.511017,2025-05-20,4160000,경기도 가평군
청평역 관광안내소,청평역광장,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,10:00,17:00,10:00,17:00,1,Y,N,N,,031-584-8809,경기도 가평군 청평면 청평역로 97-33,경기도 가평군 청평면 청평리 174번지,경기도 가평군청,www.gptour.go.kr,37.735524,127.426650,2025-05-20,4160000,경기도 가평군
자라섬 관광안내소,자라섬내 자전거 대여소 옆,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,10:00,16:00,10:00,16:00,1,Y,N,N,,000-0000-0000,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산7,경기도 가평군청,www.gptour.go.kr,37.820898,127.521045,2025-05-20,4160000,경기도 가평군
이화원 관광안내소,이화원 매표소,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,09:00,16:00,09:00,16:00,1,Y,N,N,,031-580-0228,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 683,경기도 가평군청,www.gptour.go.kr,37.818318,127.519563,2025-05-20,4160000,경기도 가평군
호명호수 관광안내소,호명호수정상,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,10:00,17:00,00:00,00:00,1,Y,N,N,,031-580-2062,경기도 가평군 청평면 상지로 370,경기도 가평군 청평면 상천리 산396-6번지,경기도 가평군청,www.gptour.go.kr,37.755671,127.478544,2025-05-20,4160000,경기도 가평군
운악산 관광안내소,운악산 매표소 근처,경기도,가평군,가평군관광안내,핸드폰충전,설+추석 당일 휴무,10:00,17:00,10:00,17:00,1,Y,N,N,,070-7719-7763,,경기도 가평군 조종면 운악리 산200,경기도 가평군청,www.gptour.go.kr,37.865303,127.345775,2025-05-20,4160000,경기도 가평군
종합관광안내센터,남원관광지(양림단지) 내,전북특별자치도,남원시,남원시 전반적인 종합관광안내,,설당일+추석당일,09:00,18:00,09:00,17:00,3, , , ,,063-632-1330,전북특별자치도 남원시 양림길 17,전북특별자치도 남원시 어현동 37-21,전북특별자치도 남원시청,,35.4028686,127.3872386,2025-05-07,4701000,전북특별자치도 남원시
남원역안내소,남원시 신정동 역사내,전북특별자치도,남원시,남원의 첫 발디디는 곳에서 남원을 소개함,,설당일+추석당일,09:00,18:00,09:00,17:00,1, , , ,,063-635-1330,전북특별자치도 남원시 교룡로 71,전북특별자치도 남원시 신정동 521-1,전북특별자치도 남원시청,,35.41123153,127.3613901,2025-05-07,4701000,전북특별자치도 남원시
춘향테마파크안내소,남원 춘향테마파크 구매표서 옆,전북특별자치도,남원시,남원관광지 전반 안낸 및 해설,,설당일+추석당일,10:00,17:00,10:00,17:00,1, , , ,,063-632-1331,전북특별자치도 남원시 양림길 14-9,전북특별자치도 남원시 어현동 37-158,전북특별자치도 남원시청,,35.4014643455,127.3869015659,2025-05-07,4701000,전북특별자치도 남원시
김포함상공원 관광안내소,김포함상공원,경기도,김포시,김포함상공원 내에 위치한 김포시 유일의 관광안내소임,,연중무휴,10:00,18:00,10:00,17:00,2,N,N,N,,031-987-4097,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,김포도시관리공사,https://www.guc.or.kr/facility/park_marinepark.php,37.6406387,126.539261,2025-04-01,4090000,경기도 김포시
천사대교 관광안내소,천사대교 입구,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,,061-261-6004,,전라남도 신안군 압해읍 송공리 441-8,전라남도 신안군청,,34.86058778,126.2349367,2025-05-08,5010000,전라남도 신안군
증도 관광안내소,증도면 증도대교 종점,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,운영안함,10:00,16:00,10:00,16:00,,N,N,Y,,061-240-8976,전라남도 신안군 증도면 지도증도로 724,전라남도 신안군 증도면 증동리 19-1,전라남도 신안군청,,35.01555852,126.1604564,2025-05-08,5010000,전라남도 신안군
흑산 예리항 관광안내소,흑산도 여객선터미널,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,,061-246-5191,전라남도 신안군 흑산면 흑산일주로 5,전라남도 신안군 흑산면 예리 176-48,전라남도 신안군청,,34.68415242,125.4426134,2025-05-08,5010000,전라남도 신안군
임자 수도 관광안내소,임자대교 중간지점,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,,061-271-7251,,전라남도 신안군 임자면 수도리 산10-5,전라남도 신안군청,,35.08442336,126.1463951,2025-05-08,5010000,전라남도 신안군
암태 오도항 관광안내소,오도항,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,,061-246-7776,,전라남도 신안군 암태면 신석리 1-8,전라남도 신안군청,,34.86188204,126.1567949,2025-05-08,5010000,전라남도 신안군
임자 관광안내소,임자면 대광해변,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,연중무휴,10:00,16:00,10:00,16:00,1,N,N,N,,061-275-7251,,전라남도 신안군 임자면 광산리 407-24,전라남도 신안군청,,35.10291276,126.0725117,2025-05-08,5010000,전라남도 신안군
비금 관광안내소,비금면 가산여객선터미널,전라남도,신안군,"신안관광,교통,숙박,맛집 등을 안내",홍보책자 발송,운영안함,10:00,16:00,10:00,16:00,,N,N,N,,061-275-7251,,전라남도 신안군 비금면 가산리 180-62,전라남도 신안군청,,34.76100711,125.9981865,2025-05-08,5010000,전라남도 신안군
월드커뮤니티센터,인천광역시남부교육지원청 옆,인천광역시,중구,도보관광 해설 활동 및 관광편의를 위한 관광안내소,관광홍보물 및 인터넷 정보검색 서비스 제공,월,10:00,17:00,10:00,17:00,2,N,Y,N,,032-773-7511,인천광역시 중구 제물량로232번길 26,인천광역시 중구 송학동1가 11-1,인천광역시 중구청,,37.47473513,126.6207671,2024-07-15,3490000,인천광역시 중구
태사묘 종합안내소,태사묘 오른쪽,경상북도,안동시,문화관광해설사가 상주하며 질 높은 관광안내 제공,,설 당일+추석 당일,10:00,17:00,10:00,16:30,2,N,N,N,,054-852-9783,경상북도 안동시 태사길 13,경상북도 안동시 북문동 23,경상북도 안동시청,tourandong.com,36.56672877,128.7318053,2024-08-16,5070000,경상북도 안동시
경상북도 종합관광안내소,버스터미널 맞은편,경상북도,안동시,통역관광안내원 상주하며 질 높은 관광안내 제공,,설 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,054-852-6800,경상북도 안동시 경동로 122-30,경상북도 안동시 송현동 833,경상북도 안동시청,tourandong.com,36.5733987042,128.6761192027,2024-08-16,5070000,경상북도 안동시
계산예가관광안내소,이상화+서상돈 고택,대구광역시,중구,이상화+서상돈고택 앞 관광안내소,인터넷검색+음수+구급함,연중무휴,09:00,18:00,09:00,17:30,2,Y,Y,Y,,053-661-3323,대구광역시 중구 서성로 6-1,대구광역시 중구 계산동2가 83-1,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.86720726,128.5878652,2024-08-08,3410000,대구광역시 중구
김광석길관광안내소,김광석다시그리기길 초입,대구광역시,중구,김광석길 관광안내소,인터넷검색+음수+구급함,연중무휴,10:00,18:00,10:00,17:30,1,Y,Y,Y,,053-661-3328,대구광역시 중구 달구벌대로450길 6-4,대구광역시 중구 대봉동 1-25,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.86170453,128.6075109,2024-08-08,3410000,대구광역시 중구
약령시관광안내소,약령시한의약박물관맞은편,대구광역시,중구,약령시관광안내소,인터넷검색+음수+구급함,연중무휴,09:00,18:00,09:00,17:30,2,Y,Y,Y,,053-661-3324,대구광역시 중구 남성로 27-1,대구광역시 중구 동성로3가 47,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.8671439013,128.5923517895,2024-08-08,3410000,대구광역시 중구
메트로센터관광안내소,반월당역지하광장,대구광역시,중구,반월당역지하광장,구급함,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,000-000-0000,대구광역시 중구 달구벌대로 2100,대구광역시 중구 덕산동 88,대구광역시 중구청,http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0011,35.86442132,128.5933421,2024-08-08,3410000,대구광역시 중구
해운대관광안내소,해운대해수욕장,부산광역시,해운대구,,,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,051-749-5700,부산광역시 해운대구 해운대해변로 264,,해운대구 관광시설관리사업소,,35.15910673,129.1602827,2024-10-17,3330000,부산광역시 해운대구
송정관광안내소,송정해수욕장,부산광역시,해운대구,,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,,051-749-5800,부산광역시 해운대구 송정해변로 62,,해운대구 관광시설관리사업소,,35.17944126,129.1996527,2024-10-17,3330000,부산광역시 해운대구
다릿돌전망대관광안내소,청사포다릿돌전망대,부산광역시,해운대구,,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,,051-749-5720,부산광역시 해운대구 청사포로 167,,해운대구 관광시설관리사업소,,35.16330686,129.1953114,2024-10-17,3330000,부산광역시 해운대구
온양온천역,온양온천역 1번출구 앞,충청남도,아산시,관광홍보자료 비치 및 관내 관광지 소개,,설 연휴+추석 연휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,041-540-2517,충청남도 아산시 온천대로 1496,충청남도 아산시 온천동 69-10,충청남도 아산시,www.asan.go.kr,36.78046828,127.0034511,2024-08-31,4520000,충청남도 아산시
숭의전 해설사의 집,숭의전,경기도,연천군,숭의전 해설 등 종합안내소,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,Y,,031-839-2278,경기도 연천군 미산면 숭의전로 382-27,,경기도 연천군청,https://www.yeoncheon.go.kr/tour/selectTourCntntsWebList.do?key=4676&ctgry=79&sortTy=RECOMEND,38.0237132843,126.9730162023,2025-06-28,4140000,경기도 연천군
당포성 해설사의 집,당포성,경기도,연천군,당포성 해설 등 종합안내소,,연중무휴,10:00,17:00,10:00,17:00,1,Y,N,N,,031-839-2278,,경기도 연천군 미산면 동이리 778,경기도 연천군청,https://www.yeoncheon.go.kr/tour/selectTourCntntsWebList.do?key=4676&ctgry=79&sortTy=RECOMEND,38.0235032172,126.9854182081,2025-06-28,4140000,경기도 연천군
호로고루 홍보관,호로고루,경기도,연천군,호로고루 홍보 및 해설 등 종합안내소,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,독일어,031-839-2278,,경기도 연천군 장남면 원당리 1257-1,경기도 연천군청,https://www.yeoncheon.go.kr/tour/selectTourCntntsWebList.do?key=4676&ctgry=79&sortTy=RECOMEND,37.9853913491,126.8598376841,2025-06-28,4140000,경기도 연천군
고랑포구 안내소,고랑포구,경기도,연천군,고랑포구 해설 등 종합안내소,,월요일 휴무,10:00,17:00,10:00,17:00,1,N,N,N,,031-839-2278,,경기도 연천군 장남면 고랑포리 209-3,경기도 연천군청,,37.9874329025,126.8473411798,2025-06-28,4140000,경기도 연천군
소요산관광지원센터,소요산 입구,경기도,동두천시,소요산 관광 안내,휠체어대여+유모차대여,연중무휴,09:00,18:00,09:00,18:00,3,N,N,N,,031-860-2065,경기도 동두천시 평화로 2910번길 145,경기도 동두천시 상봉암동 산1-1,경기도 동두천시청,https://www.ddc.go.kr/tour/contents.do?key=566,37.94652217,127.0693437,2025-06-28,3920000,경기도 동두천시
종합관광안내소,평화광장 공영주차장,전라남도,목포시,,,명절 당일,09:00,22:00,09:00,21:00,4,Y,Y,Y,,061-270-8598,전라남도 목포시 평화로 64,전라남도 목포시 상동 1157,전라남도 목포시청,http://mokpo.go.kr/tour,34.79587452,126.4321925,2025-06-25,4800000,전라남도 목포시
목포역관광안내소,목포역 외부광장,전라남도,목포시,,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,,061-270-8599,전라남도 목포시 영산로 98,전라남도 목포시 호남동 1-867,전라남도 목포시청,http://mokpo.go.kr/tour,34.79572442,126.3899933,2025-06-25,4800000,전라남도 목포시
노적봉관광안내소,노적봉 주차장,전라남도,목포시,,,명절 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,061-270-8411,전라남도 목포시 유달로 122,전라남도 목포시 측후동 5-17,전라남도 목포시청,http://mokpo.go.kr/tour,34.78880749,126.3811417,2025-06-25,4800000,전라남도 목포시
버스터미널관광안내소,목포종합버스터미널,전라남도,목포시,,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,Y,,061-270-8501,전라남도 목포시 영산로 525,전라남도 목포시 상동 220,전라남도 목포시청,http://mokpo.go.kr/tour,34.8132592,126.4171085,2025-06-25,4800000,전라남도 목포시
목포해상케이블카관광안내소,목포해상케이블카 북항승강장,전라남도,목포시,,,연중무휴,09:00,22:00,09:00,21:00,2,Y,Y,Y,,061-270-8383,전라남도 목포시 해양대학로 240,전라남도 목포시 죽교동 516-66,전라남도 목포시청,http://mokpo.go.kr/tour,34.7991193816,126.3702191081,2025-06-25,4800000,전라남도 목포시
제1종합관광안내소,고성군 옥수휴게소 인근,경상남도,고성군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,수하물보관,주2일+1월1일+설날당일+추석당일+근로자의날+부처님오신날+성탄절,09:00,18:00,09:00,18:00,1,N,N,Y,,055-673-9503,경상남도 고성군 회화면 남해안대로 4071 (옥수휴게소 옆),경상남도 고성군 회화면 삼덕리 484-3,경상남도,,35.0896824,128.3776688,2024-07-14,5420000,경상남도 고성군
백암온천관광안내소,원탕고려호텔 앞,경상북도,울진군,백암온천 및 울진군 일대 가격+시설 정보+교통 정보를 제공,pc사용+출력,화,09:00,18:00,09:00,18:00,1,N,N,N,,054-789-5480,경상북도 울진군 온정면 온천로 7,경상북도 울진군 온정면 소태리 1453-1,경상북도 울진군청,http://www.uljin.go.kr,36.72132775,129.343467,2024-06-30,5250000,경상북도 울진군
기차마을안내소,곡성 섬진강기차마을 후문,전라남도,곡성군,섬진강기차마을 입장료+증기기관차+레일바이크 등 시설안내 및 주변관광지 안내,휠체어+유모차 대여,연중무휴,09:30,17:30,09:30,17:30,1,Y,N,Y,,061-363-8379,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,전라남도 곡성군청,http://www.gokseong.go.kr/,35.27753157,127.3082867,2024-06-21,4860000,전라남도 곡성군
진주관광안내소,진주대첩 역사공원 내,경상남도,진주시,진주관광홍보 및 안내,시정홍보,설 당일+ 추석 당일,10:00,17:00,10:00,17:00,3,Y,N,Y,,055-749-7449,경상남도 진주시 남강로 626,경상남도 진주시 본성동 397,경상남도 진주시청,,35.19043229,128.0802214,2025-06-13,5310000,경상남도 진주시
진주역관광안내소,진주역내,경상남도,진주시,진주관광홍보 및 안내,시정홍보,설 당일+ 추석 당일,10:00,17:00,10:00,16:00,1,N,N,N,,055-749-7449,경상남도 진주시 개양로116번길 33,경상남도 진주시 가좌동 68-10,경상남도 진주시청,,35.15115108,128.1182333,2025-06-13,5310000,경상남도 진주시
진양호관광안내소,진양호 전망대 내,경상남도,진주시,진주관광홍보 및 안내,시정홍보,설 당일+ 추석 당일,10:00,17:00,10:00,16:00,1,Y,N,Y,,055-749-7449,경상남도 진주시 남강로 1번길 146,경상남도 진주시 판문동 산171-5,경상남도 진주시청,,35.17663459,128.0325799,2025-06-13,5310000,경상남도 진주시
지수 승산마을 관광안내소,옛지수 초등학교 내,경상남도,진주시,진주관광홍보 및 안내,시정홍보,설 당일+ 추석 당일,10:00,17:00,10:00,16:00,2,Y,N,N,,055-762-7449,경상남도 진주시 지수면 지수로 482,경상남도 진주시 지수면 승산리 195-2,경상남도 진주시청,,35.23484434,128.2705003,2025-06-13,5310000,경상남도 진주시
명동관광안내소,신한 쏠 카페 옆,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,6,Y,Y,Y,,02-774-3238,서울특별시 중구 명동길 43-1,서울특별시 중구 명동1가 53-14,한국여행업협회,,37.563916,126.984859,2025-06-11,3010000,서울특별시 중구
명동관광정보센터,하나금융그룹 명동사옥 별관 1층,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,6,Y,Y,Y,,02-778-0333,서울특별시 중구 을지로66,서울특별시 중구 을지로2가 181,서울관광재단,https://korean.visitseoul.net/attractions/EBAA85EB8F99EAB480EAB491ECA095EBB3B4EC84BCED84B0_/11469,37.56515473,126.985052,2025-06-11,3010000,서울특별시 중구
남대문관광안내소,코코상가 앞 29,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,10:00,19:00,10:00,19:00,3,Y,Y,Y,,02-752-1913,서울특별시 중구 남대문시장4길 21,서울특별시 중구 남창동 49-1,서울특별시 관광협회,,37.55918537,126.9776539,2025-06-11,3010000,서울특별시 중구
동대문관광안내소,굿모닝시티앞,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,10:00,23:00,10:00,23:00,6,Y,Y,Y,,02-2236-9135,서울특별시 중구 장충단로 247,서울특별시 중구 을지로6가 18-21,서울특별시 관광협회,,37.56680248,127.0073743,2025-06-11,3010000,서울특별시 중구
동대문디자인플라자,DDP종합안내실 인포데스크,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,11:00,19:00,11:00,19:00,3,Y,Y,Y,,02-2153-0407,서울특별시 중구 을지로 281,서울특별시 중구 을지로7가 143,서울디자인재단,,37.5670630149,127.0100026732,2025-06-11,3010000,서울특별시 중구
시민청,서울시청 지하,서울특별시,중구,,,설 당일+설 연휴+추석 당일+추석 연휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,02-739-7755,서울특별시 중구 세종대로 110,서울특별시 중구 태평로1가 31,서울특별시 관광협회,,37.56631769,126.9778284,2025-06-11,3010000,서울특별시 중구
유스퀘어 버스터미널 관광안내소,고속버스 도착홈 내,광주광역시,서구,,,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,062-365-8733,광주광역시 서구 무진대로 904(광천동),광주광역시 서구 광천동 49-1,㈜무등커뮤니케이션,,35.16057564,126.8798731,2025-06-12,6290000,광주광역시
광주송정역 관광안내소(2층),광주송정역 역사 내(2층),광주광역시,광산구,,,연중무휴,09:00,18:00,09:00,18:00,3,Y,N,Y,,062-944-9044,광주광역시 광산구 상무대로 201(송정동),광주광역시 광산구 송정동 1003-1,㈜무등커뮤니케이션,,35.13721225,126.790662,2025-06-12,6290000,광주광역시
